titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
Product 16,5,Lorem ipsum dolor sit amet for Product 16,393415,,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2052
Product 17,5,Lorem ipsum dolor sit amet for Product 17,206562,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2053
Product 18,5,Lorem ipsum dolor sit amet for Product 18,256724,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2050
Product 19,1,Lorem ipsum dolor sit amet for Product 19,255242,,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2056
Product 20,1,Lorem ipsum dolor sit amet for Product 20,349159,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2060
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2067
Product 22,4,Lorem ipsum dolor sit amet for Product 22,942963,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2061
Product 23,5,Lorem ipsum dolor sit amet for Product 23,165356,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2052
Product 24,4,Lorem ipsum dolor sit amet for Product 24,792489,,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2069
Product 25,3,Lorem ipsum dolor sit amet for Product 25,347727,150.00,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2049
Product 26,2,Lorem ipsum dolor sit amet for Product 26,988437,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2088
Product 27,4,Lorem ipsum dolor sit amet for Product 27,359567,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2057
Product 28,2,Lorem ipsum dolor sit amet for Product 28,170397,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2055
Product 29,1,Lorem ipsum dolor sit amet for Product 29,170801,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2052
Product 30,4,Lorem ipsum dolor sit amet for Product 30,971808,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2051
Product 31,1,Lorem ipsum dolor sit amet for Product 31,359893,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2054
Product 32,1,Lorem ipsum dolor sit amet for Product 32,461059,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2056
Product 33,5,Lorem ipsum dolor sit amet for Product 33,383884,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2057
Product 34,3,Lorem ipsum dolor sit amet for Product 34,232222,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2078
Product 35,5,Lorem ipsum dolor sit amet for Product 35,292479,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2053
Product 36,2,Lorem ipsum dolor sit amet for Product 36,322088,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2052
Product 37,5,Lorem ipsum dolor sit amet for Product 37,750856,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2052
Product 38,2,Lorem ipsum dolor sit amet for Product 38,815847,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2069
Product 39,4,Lorem ipsum dolor sit amet for Product 39,481219,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2052
Product 40,1,Lorem ipsum dolor sit amet for Product 40,382004,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2050
Product 41,3,Lorem ipsum dolor sit amet for Product 41,557487,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2062
Product 42,3,Lorem ipsum dolor sit amet for Product 42,139654,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2083
Product 43,5,Lorem ipsum dolor sit amet for Product 43,467323,,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2056
Product 44,5,Lorem ipsum dolor sit amet for Product 44,789463,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2060
Product 45,2,Lorem ipsum dolor sit amet for Product 45,286172,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2055
Product 46,3,Lorem ipsum dolor sit amet for Product 46,375976,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2066
Product 47,5,Lorem ipsum dolor sit amet for Product 47,520488,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2079
Product 48,3,Lorem ipsum dolor sit amet for Product 48,756073,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2064
Product 49,4,Lorem ipsum dolor sit amet for Product 49,401204,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2057
Product 50,5,Lorem ipsum dolor sit amet for Product 50,493916,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2056
Product 51,1,Lorem ipsum dolor sit amet for Product 51,626797,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2074
Product 52,4,Lorem ipsum dolor sit amet for Product 52,976649,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2053
Product 53,2,Lorem ipsum dolor sit amet for Product 53,689528,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2062
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2121
Product 55,3,Lorem ipsum dolor sit amet for Product 55,553099,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2128
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2109
Product 57,2,Lorem ipsum dolor sit amet for Product 57,985900,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2065
Product 58,5,Lorem ipsum dolor sit amet for Product 58,384021,,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2103
Product 59,3,Lorem ipsum dolor sit amet for Product 59,278838,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2096
Product 60,3,Lorem ipsum dolor sit amet for Product 60,387106,,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2051
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2050
Product 62,3,Lorem ipsum dolor sit amet for Product 62,232880,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2053
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2079
Product 64,1,Lorem ipsum dolor sit amet for Product 64,477443,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2095
Product 65,1,Lorem ipsum dolor sit amet for Product 65,595626,,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2050
Product 66,5,Lorem ipsum dolor sit amet for Product 66,443304,150.00,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2125
Product 67,2,Lorem ipsum dolor sit amet for Product 67,264966,,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2079
Product 68,4,Lorem ipsum dolor sit amet for Product 68,926211,,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2054
Product 69,2,Lorem ipsum dolor sit amet for Product 69,922462,,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2059
Product 70,2,Lorem ipsum dolor sit amet for Product 70,572918,,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2065
Product 71,2,Lorem ipsum dolor sit amet for Product 71,847302,150.00,100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2078
Product 72,3,Lorem ipsum dolor sit amet for Product 72,224298,150.00,100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2046
Product 73,2,Lorem ipsum dolor sit amet for Product 73,464148,,100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2050
Product 74,5,Lorem ipsum dolor sit amet for Product 74,414674,150.00,100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2078
Product 75,3,Lorem ipsum dolor sit amet for Product 75,848578,150.00,100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2052
