titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 17,5,Lorem ipsum dolor sit amet for Product 17,206562,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1010,200,996
Product 18,5,Lorem ipsum dolor sit amet for Product 18,256724,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1082,200,1070
Product 19,1,Lorem ipsum dolor sit amet for Product 19,255242,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1019,200,1004
Product 20,1,Lorem ipsum dolor sit amet for Product 20,349159,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1316,200,1304
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1047,200,1031
Product 22,4,Lorem ipsum dolor sit amet for Product 22,942963,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1035,200,1023
Product 23,5,Lorem ipsum dolor sit amet for Product 23,165356,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1003,200,987
Product 24,4,Lorem ipsum dolor sit amet for Product 24,792489,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1072,200,1053
Product 25,3,Lorem ipsum dolor sit amet for Product 25,347727,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1039,200,1027
Product 26,2,Lorem ipsum dolor sit amet for Product 26,988437,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1034,200,1014
Product 27,4,Lorem ipsum dolor sit amet for Product 27,359567,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1029,200,1015
Product 28,2,Lorem ipsum dolor sit amet for Product 28,170397,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1018,200,1012
Product 29,1,Lorem ipsum dolor sit amet for Product 29,170801,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1046,200,1030
Product 30,4,Lorem ipsum dolor sit amet for Product 30,971808,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1024,200,995
Product 31,1,Lorem ipsum dolor sit amet for Product 31,359893,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1070,200,1056
Product 32,1,Lorem ipsum dolor sit amet for Product 32,461059,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1067,200,1052
Product 33,5,Lorem ipsum dolor sit amet for Product 33,383884,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1029,200,1014
Product 34,3,Lorem ipsum dolor sit amet for Product 34,232222,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1070,200,1054
Product 35,5,Lorem ipsum dolor sit amet for Product 35,292479,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1019,200,1004
Product 36,2,Lorem ipsum dolor sit amet for Product 36,322088,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",998,200,985
Product 37,5,Lorem ipsum dolor sit amet for Product 37,750856,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1043,200,1031
Product 38,2,Lorem ipsum dolor sit amet for Product 38,815847,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",999,200,987
Product 39,4,Lorem ipsum dolor sit amet for Product 39,481219,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1050,200,1035
Product 40,1,Lorem ipsum dolor sit amet for Product 40,382004,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1028,200,1011
Product 41,3,Lorem ipsum dolor sit amet for Product 41,557487,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",997,200,981
Product 42,3,Lorem ipsum dolor sit amet for Product 42,139654,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1063,200,1048
Product 43,5,Lorem ipsum dolor sit amet for Product 43,467323,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",998,200,985
Product 44,5,Lorem ipsum dolor sit amet for Product 44,789463,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1006,200,994
Product 45,2,Lorem ipsum dolor sit amet for Product 45,286172,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1003,200,987
Product 46,3,Lorem ipsum dolor sit amet for Product 46,375976,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1069,200,1051
Product 47,5,Lorem ipsum dolor sit amet for Product 47,520488,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1038,200,1025
Product 48,3,Lorem ipsum dolor sit amet for Product 48,756073,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1062,200,1047
Product 49,4,Lorem ipsum dolor sit amet for Product 49,401204,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1039,200,1024
Product 50,5,Lorem ipsum dolor sit amet for Product 50,493916,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1056,200,1039
Product 51,1,Lorem ipsum dolor sit amet for Product 51,626797,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1004,200,988
Product 52,4,Lorem ipsum dolor sit amet for Product 52,976649,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1009,200,994
Product 53,2,Lorem ipsum dolor sit amet for Product 53,689528,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1059,200,1045
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1041,200,1025
Product 55,3,Lorem ipsum dolor sit amet for Product 55,553099,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1009,200,994
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1001,200,987
Product 57,2,Lorem ipsum dolor sit amet for Product 57,985900,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1020,200,1009
Product 58,5,Lorem ipsum dolor sit amet for Product 58,384021,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1027,200,1005
Product 59,3,Lorem ipsum dolor sit amet for Product 59,278838,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1053,200,1039
Product 60,3,Lorem ipsum dolor sit amet for Product 60,387106,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1036,200,1019
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1043,200,1029
Product 62,3,Lorem ipsum dolor sit amet for Product 62,232880,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1097,200,1085
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1030,200,1017
Product 64,1,Lorem ipsum dolor sit amet for Product 64,477443,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1028,200,1022
Product 65,1,Lorem ipsum dolor sit amet for Product 65,595626,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1013,200,1007
Product 66,5,Lorem ipsum dolor sit amet for Product 66,443304,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",998,200,984
Product 67,2,Lorem ipsum dolor sit amet for Product 67,264966,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1039,200,1025
Product 68,4,Lorem ipsum dolor sit amet for Product 68,926211,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1072,200,1052
Product 69,2,Lorem ipsum dolor sit amet for Product 69,922462,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1043,200,1026
Product 70,2,Lorem ipsum dolor sit amet for Product 70,572918,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1059,200,1039
Product 71,2,Lorem ipsum dolor sit amet for Product 71,847302,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1004,200,989
Product 72,3,Lorem ipsum dolor sit amet for Product 72,224298,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1032,200,1013
Product 73,2,Lorem ipsum dolor sit amet for Product 73,464148,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1032,200,1017
Product 74,5,Lorem ipsum dolor sit amet for Product 74,414674,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1036,200,1013
Product 75,3,Lorem ipsum dolor sit amet for Product 75,848578,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1023,200,1006
Product 76,1,Lorem ipsum dolor sit amet for Product 76,800593,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1048,200,1029
Product 77,2,Lorem ipsum dolor sit amet for Product 77,941570,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1032,200,1019
Product 78,3,Lorem ipsum dolor sit amet for Product 78,738743,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1007,200,991
Product 79,5,Lorem ipsum dolor sit amet for Product 79,836287,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1000,200,983
Product 80,2,Lorem ipsum dolor sit amet for Product 80,729417,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1016,200,1000
Product 81,5,Lorem ipsum dolor sit amet for Product 81,699857,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1038,200,1026
Product 82,4,Lorem ipsum dolor sit amet for Product 82,619230,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1028,200,1011
Product 83,5,Lorem ipsum dolor sit amet for Product 83,995971,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1017,200,1000
Product 84,4,Lorem ipsum dolor sit amet for Product 84,986964,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",999,200,984
Product 85,2,Lorem ipsum dolor sit amet for Product 85,147878,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",999,200,984
Product 86,2,Lorem ipsum dolor sit amet for Product 86,260565,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",998,200,981
Product 87,4,Lorem ipsum dolor sit amet for Product 87,749719,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1000,200,984
Product 88,1,Lorem ipsum dolor sit amet for Product 88,601226,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1037,200,1019
Product 89,4,Lorem ipsum dolor sit amet for Product 89,642429,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg']",1009,200,997
Product 90,3,Lorem ipsum dolor sit amet for Product 90,431100,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg']",1011,200,996
Product 91,3,Lorem ipsum dolor sit amet for Product 91,912807,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg']",1012,200,996
Product 92,5,Lorem ipsum dolor sit amet for Product 92,566893,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1421,200,1408
Product 93,4,Lorem ipsum dolor sit amet for Product 93,700066,,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/03.jpg']",1131,200,1115
Product 94,1,Lorem ipsum dolor sit amet for Product 94,552862,$150.00,$100.00,"['http://localhost:3002/http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/http://localhost:3002/img/products/01.jpg']",1002,200,986
