titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 17,4,Lorem ipsum dolor sit amet for Product 17,206562,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1315,200,1310
Product 18,4,Lorem ipsum dolor sit amet for Product 18,256724,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1018,200,1014
,5,,,,,[],5146,200,94
Product 20,4,Lorem ipsum dolor sit amet for Product 20,349159,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1508,200,1504
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1078,200,1072
,5,,,,,[],5153,200,105
Product 23,4,Lorem ipsum dolor sit amet for Product 23,165356,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1346,200,1341
Product 24,4,Lorem ipsum dolor sit amet for Product 24,792489,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1103,200,1098
,5,,,,,[],5127,429,74
Product 26,4,Lorem ipsum dolor sit amet for Product 26,988437,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1504,200,1498
Product 27,4,Lorem ipsum dolor sit amet for Product 27,359567,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1106,200,1100
Product 28,4,Lorem ipsum dolor sit amet for Product 28,170397,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1097,429,1091
,5,,,,,[],5129,200,72
Product 30,4,Lorem ipsum dolor sit amet for Product 30,971808,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1317,200,1311
Product 31,4,Lorem ipsum dolor sit amet for Product 31,359893,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1065,200,1059
,5,,,,,[],5122,429,68
,5,,,,,[],5371,200,314
Product 34,4,Lorem ipsum dolor sit amet for Product 34,232222,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1356,200,1352
Product 35,4,Lorem ipsum dolor sit amet for Product 35,292479,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1043,200,1038
,5,,,,,[],5153,200,97
Product 37,4,Lorem ipsum dolor sit amet for Product 37,750856,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1326,200,1321
Product 38,4,Lorem ipsum dolor sit amet for Product 38,815847,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1061,200,1055
,5,,,,,[],5135,200,74
Product 40,4,Lorem ipsum dolor sit amet for Product 40,382004,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1345,200,1339
Product 41,4,Lorem ipsum dolor sit amet for Product 41,557487,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1101,200,1096
,5,,,,,[],5099,200,44
Product 43,4,Lorem ipsum dolor sit amet for Product 43,467323,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1052,200,1047
Product 44,4,Lorem ipsum dolor sit amet for Product 44,789463,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1099,200,1095
,5,,,,,[],5169,200,117
Product 46,4,Lorem ipsum dolor sit amet for Product 46,375976,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1325,200,1319
Product 47,4,Lorem ipsum dolor sit amet for Product 47,520488,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1068,200,1062
,5,,,,,[],5118,429,68
,5,,,,,[],5367,200,315
Product 50,4,Lorem ipsum dolor sit amet for Product 50,493916,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1350,200,1344
Product 51,4,Lorem ipsum dolor sit amet for Product 51,626797,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1056,200,1051
,5,,,,,[],5137,200,77
Product 53,4,Lorem ipsum dolor sit amet for Product 53,689528,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1333,200,1326
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1072,200,1067
,5,,,,,[],5145,200,84
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1332,200,1328
Product 57,4,Lorem ipsum dolor sit amet for Product 57,985900,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1080,200,1075
,5,,,,,[],5132,200,80
Product 59,4,Lorem ipsum dolor sit amet for Product 59,278838,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1384,200,1379
Product 60,4,Lorem ipsum dolor sit amet for Product 60,387106,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1090,200,1084
,5,,,,,[],5156,429,92
Product 62,4,Lorem ipsum dolor sit amet for Product 62,232880,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1440,200,1435
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1045,200,1039
Product 64,4,Lorem ipsum dolor sit amet for Product 64,477443,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1087,429,1082
,5,,,,,[],5108,200,49
Product 66,4,Lorem ipsum dolor sit amet for Product 66,443304,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1311,200,1306
Product 67,4,Lorem ipsum dolor sit amet for Product 67,264966,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1067,200,1061
,5,,,,,[],5137,429,79
,5,,,,,[],5374,200,315
Product 70,4,Lorem ipsum dolor sit amet for Product 70,572918,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1341,200,1336
Product 71,4,Lorem ipsum dolor sit amet for Product 71,847302,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1042,200,1036
,5,,,,,[],5162,200,106
Product 73,4,Lorem ipsum dolor sit amet for Product 73,464148,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1358,200,1353
Product 74,4,Lorem ipsum dolor sit amet for Product 74,414674,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1068,200,1062
,5,,,,,[],5115,200,52
