titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
Product 67,4.0,Lorem ipsum dolor sit amet for Product 67,Article number: 264966,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2045
Product 68,4.0,Lorem ipsum dolor sit amet for Product 68,Article number: 926211,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2030
Product 69,4.0,Lorem ipsum dolor sit amet for Product 69,Article number: 922462,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2032
Product 70,4.0,Lorem ipsum dolor sit amet for Product 70,Article number: 572918,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2030
Product 71,4.0,Lorem ipsum dolor sit amet for Product 71,Article number: 847302,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2036
Product 72,4.0,Lorem ipsum dolor sit amet for Product 72,Article number: 224298,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2028
Product 73,4.0,Lorem ipsum dolor sit amet for Product 73,Article number: 464148,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2032
Product 74,,Lorem ipsum dolor sit amet for Product 74,Article number: 414674,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2041
Product 75,4.0,Lorem ipsum dolor sit amet for Product 75,Article number: 848578,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2050
Product 76,4.0,Lorem ipsum dolor sit amet for Product 76,Article number: 800593,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2042
Product 77,4.0,Lorem ipsum dolor sit amet for Product 77,Article number: 941570,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2056
Product 78,4.0,Lorem ipsum dolor sit amet for Product 78,Article number: 738743,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2070
Product 79,,Lorem ipsum dolor sit amet for Product 79,Article number: 836287,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2040
Product 80,4.0,Lorem ipsum dolor sit amet for Product 80,Article number: 729417,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2029
Product 81,,Lorem ipsum dolor sit amet for Product 81,Article number: 699857,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2041
Product 82,4.0,Lorem ipsum dolor sit amet for Product 82,Article number: 619230,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2027
Product 83,,Lorem ipsum dolor sit amet for Product 83,Article number: 995971,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2044
Product 84,4.0,Lorem ipsum dolor sit amet for Product 84,Article number: 986964,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2040
Product 85,4.0,Lorem ipsum dolor sit amet for Product 85,Article number: 147878,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2031
Product 86,4.0,Lorem ipsum dolor sit amet for Product 86,Article number: 260565,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2035
Product 87,4.0,Lorem ipsum dolor sit amet for Product 87,Article number: 749719,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2045
Product 88,4.0,Lorem ipsum dolor sit amet for Product 88,Article number: 601226,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2027
Product 89,4.0,Lorem ipsum dolor sit amet for Product 89,Article number: 642429,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2032
Product 90,4.0,Lorem ipsum dolor sit amet for Product 90,Article number: 431100,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2028
Product 91,4.0,Lorem ipsum dolor sit amet for Product 91,Article number: 912807,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2033
Product 92,,Lorem ipsum dolor sit amet for Product 92,Article number: 566893,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2030
Product 93,4.0,Lorem ipsum dolor sit amet for Product 93,Article number: 700066,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2042
Product 94,4.0,Lorem ipsum dolor sit amet for Product 94,Article number: 552862,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2045
Product 95,4.0,Lorem ipsum dolor sit amet for Product 95,Article number: 833407,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2027
Product 96,4.0,Lorem ipsum dolor sit amet for Product 96,Article number: 533847,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2077
Product 97,4.0,Lorem ipsum dolor sit amet for Product 97,Article number: 838347,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2076
Product 98,4.0,Lorem ipsum dolor sit amet for Product 98,Article number: 582369,,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2038
Product 99,4.0,Lorem ipsum dolor sit amet for Product 99,Article number: 667905,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2027
Product 100,,Lorem ipsum dolor sit amet for Product 100,Article number: 306052,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2023
Product 101,4.0,Lorem ipsum dolor sit amet for Product 101,Article number: 559401,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2066
Product 102,4.0,Lorem ipsum dolor sit amet for Product 102,Article number: 162802,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2052
Product 103,4.0,Lorem ipsum dolor sit amet for Product 103,Article number: 861127,,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2087
Product 104,4.0,Lorem ipsum dolor sit amet for Product 104,Article number: 803469,,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2029
Product 105,4.0,Lorem ipsum dolor sit amet for Product 105,Article number: 375029,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg']",200,2070
Product 106,4.0,Lorem ipsum dolor sit amet for Product 106,Article number: 583869,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2065
Product 107,4.0,Lorem ipsum dolor sit amet for Product 107,Article number: 608272,,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/05.jpg']",200,2052
Product 108,4.0,Lorem ipsum dolor sit amet for Product 108,Article number: 115549,$150.00,$100.00,"['http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2034
Product 109,4.0,Lorem ipsum dolor sit amet for Product 109,Article number: 997228,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2049
Product 110,,Lorem ipsum dolor sit amet for Product 110,Article number: 882255,$150.00,$100.00,"['http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg']",200,2028
Product 111,4.0,Lorem ipsum dolor sit amet for Product 111,Article number: 511643,$150.00,$100.00,"['http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2028
Product 112,4.0,Lorem ipsum dolor sit amet for Product 112,Article number: 282908,$150.00,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/img/products/04.jpg']",200,2026
Product 113,4.0,Lorem ipsum dolor sit amet for Product 113,Article number: 420102,,$100.00,"['http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2090
Product 114,,Lorem ipsum dolor sit amet for Product 114,Article number: 937943,$150.00,$100.00,"['http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/img/products/01.jpg']",200,2034
