titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
,,,,,,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2022
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2025
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2050
,,,,,,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2038
,,,,,,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2020
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2050
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2037
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2030
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2028
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2026
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2030
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2037
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2029
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2024
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2041
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2031
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2020
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2052
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2045
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2052
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2022
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2020
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2038
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2041
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2047
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2036
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2079
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2042
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2041
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2056
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2039
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2035
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2045
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2048
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2029
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2032
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2025
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2033
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2034
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2031
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2040
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2043
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2021
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2020
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2076
,,,,,,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2036
,,,,,,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2026
,,,,,,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2022
,,,,,,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2031
,,,,,,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2039
