titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 32,4,Lorem ipsum dolor sit amet for Product 32,461059,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1011,200,1002
Product 33,4,Lorem ipsum dolor sit amet for Product 33,383884,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1024,200,1012
Product 34,4,Lorem ipsum dolor sit amet for Product 34,232222,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1062,200,1049
Product 35,4,Lorem ipsum dolor sit amet for Product 35,292479,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",995,200,980
Product 36,4,Lorem ipsum dolor sit amet for Product 36,322088,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",984,200,978
Product 37,4,Lorem ipsum dolor sit amet for Product 37,750856,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1024,200,1012
Product 38,4,Lorem ipsum dolor sit amet for Product 38,815847,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",983,200,971
Product 39,4,Lorem ipsum dolor sit amet for Product 39,481219,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1047,200,1036
Product 40,4,Lorem ipsum dolor sit amet for Product 40,382004,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1070,200,1057
Product 41,4,Lorem ipsum dolor sit amet for Product 41,557487,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1030,200,1021
Product 42,4,Lorem ipsum dolor sit amet for Product 42,139654,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1074,200,1063
Product 43,4,Lorem ipsum dolor sit amet for Product 43,467323,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1134,200,1124
Product 44,4,Lorem ipsum dolor sit amet for Product 44,789463,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1002,200,991
Product 45,4,Lorem ipsum dolor sit amet for Product 45,286172,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1027,200,1016
Product 46,4,Lorem ipsum dolor sit amet for Product 46,375976,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1030,200,1012
Product 47,4,Lorem ipsum dolor sit amet for Product 47,520488,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1000,200,987
Product 48,4,Lorem ipsum dolor sit amet for Product 48,756073,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1028,200,1008
Product 49,4,Lorem ipsum dolor sit amet for Product 49,401204,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",996,200,984
Product 50,4,Lorem ipsum dolor sit amet for Product 50,493916,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1022,200,1003
Product 51,4,Lorem ipsum dolor sit amet for Product 51,626797,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",988,200,976
Product 52,4,Lorem ipsum dolor sit amet for Product 52,976649,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1032,200,1011
Product 53,4,Lorem ipsum dolor sit amet for Product 53,689528,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",994,200,976
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1026,200,1003
Product 55,4,Lorem ipsum dolor sit amet for Product 55,553099,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1050,200,1035
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",991,200,979
Product 57,4,Lorem ipsum dolor sit amet for Product 57,985900,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1034,200,1014
Product 58,4,Lorem ipsum dolor sit amet for Product 58,384021,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1031,200,1016
Product 59,4,Lorem ipsum dolor sit amet for Product 59,278838,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1062,200,1050
Product 60,4,Lorem ipsum dolor sit amet for Product 60,387106,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1019,200,1004
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",993,200,981
Product 62,4,Lorem ipsum dolor sit amet for Product 62,232880,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",997,200,985
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",997,200,986
Product 64,4,Lorem ipsum dolor sit amet for Product 64,477443,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1061,200,1050
Product 65,4,Lorem ipsum dolor sit amet for Product 65,595626,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1050,200,1039
Product 66,4,Lorem ipsum dolor sit amet for Product 66,443304,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1017,200,1009
Product 67,4,Lorem ipsum dolor sit amet for Product 67,264966,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1016,200,1002
Product 68,4,Lorem ipsum dolor sit amet for Product 68,926211,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1040,200,1025
Product 69,4,Lorem ipsum dolor sit amet for Product 69,922462,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1093,200,1070
Product 70,4,Lorem ipsum dolor sit amet for Product 70,572918,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1027,200,1008
Product 71,4,Lorem ipsum dolor sit amet for Product 71,847302,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",995,200,980
Product 72,4,Lorem ipsum dolor sit amet for Product 72,224298,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1038,200,1024
Product 73,4,Lorem ipsum dolor sit amet for Product 73,464148,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",988,200,975
Product 74,4,Lorem ipsum dolor sit amet for Product 74,414674,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1020,200,1004
Product 75,4,Lorem ipsum dolor sit amet for Product 75,848578,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",976,200,971
Product 76,4,Lorem ipsum dolor sit amet for Product 76,800593,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1025,200,1010
Product 77,4,Lorem ipsum dolor sit amet for Product 77,941570,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1004,200,993
Product 78,4,Lorem ipsum dolor sit amet for Product 78,738743,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1093,200,1081
Product 79,4,Lorem ipsum dolor sit amet for Product 79,836287,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",995,200,979
Product 80,4,Lorem ipsum dolor sit amet for Product 80,729417,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1033,200,1017
Product 81,4,Lorem ipsum dolor sit amet for Product 81,699857,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",995,200,983
Product 82,4,Lorem ipsum dolor sit amet for Product 82,619230,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",993,200,985
Product 83,4,Lorem ipsum dolor sit amet for Product 83,995971,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1016,200,1001
Product 84,4,Lorem ipsum dolor sit amet for Product 84,986964,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1017,200,1003
Product 85,4,Lorem ipsum dolor sit amet for Product 85,147878,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1005,200,994
Product 86,4,Lorem ipsum dolor sit amet for Product 86,260565,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1095,200,1078
Product 87,4,Lorem ipsum dolor sit amet for Product 87,749719,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",999,200,984
Product 88,4,Lorem ipsum dolor sit amet for Product 88,601226,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",991,200,981
Product 89,4,Lorem ipsum dolor sit amet for Product 89,642429,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg']",1062,200,1040
Product 90,4,Lorem ipsum dolor sit amet for Product 90,431100,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg']",1010,200,997
Product 91,4,Lorem ipsum dolor sit amet for Product 91,912807,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg']",1037,200,1022
Product 92,4,Lorem ipsum dolor sit amet for Product 92,566893,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/05.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1259,200,1246
Product 93,4,Lorem ipsum dolor sit amet for Product 93,700066,,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/03.jpg']",1043,200,1031
Product 94,4,Lorem ipsum dolor sit amet for Product 94,552862,$150.00,$100.00,"['http://localhost:3001/http://localhost:3001/img/products/04.jpg', 'http://localhost:3001/http://localhost:3001/img/products/02.jpg', 'http://localhost:3001/http://localhost:3001/img/products/01.jpg']",1104,200,1088
