titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,status_code,request_time
Product 13,4,Lorem ipsum dolor sit amet for Product 13,851408,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2050
Product 14,3,Lorem ipsum dolor sit amet for Product 14,414995,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2065
Product 15,3,Lorem ipsum dolor sit amet for Product 15,532494,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2048
Product 16,5,Lorem ipsum dolor sit amet for Product 16,393415,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2200
Product 17,5,Lorem ipsum dolor sit amet for Product 17,206562,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2053
Product 18,5,Lorem ipsum dolor sit amet for Product 18,256724,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2045
Product 19,1,Lorem ipsum dolor sit amet for Product 19,255242,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2062
Product 20,1,Lorem ipsum dolor sit amet for Product 20,349159,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2063
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2039
Product 22,4,Lorem ipsum dolor sit amet for Product 22,942963,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2058
Product 23,5,Lorem ipsum dolor sit amet for Product 23,165356,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2051
Product 24,4,Lorem ipsum dolor sit amet for Product 24,792489,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2036
Product 25,3,Lorem ipsum dolor sit amet for Product 25,347727,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2050
Product 26,2,Lorem ipsum dolor sit amet for Product 26,988437,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2037
Product 27,4,Lorem ipsum dolor sit amet for Product 27,359567,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2045
Product 28,2,Lorem ipsum dolor sit amet for Product 28,170397,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2032
Product 29,1,Lorem ipsum dolor sit amet for Product 29,170801,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2036
Product 30,4,Lorem ipsum dolor sit amet for Product 30,971808,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2046
Product 31,1,Lorem ipsum dolor sit amet for Product 31,359893,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2040
Product 32,1,Lorem ipsum dolor sit amet for Product 32,461059,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2034
Product 33,5,Lorem ipsum dolor sit amet for Product 33,383884,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2032
Product 34,3,Lorem ipsum dolor sit amet for Product 34,232222,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2082
Product 35,5,Lorem ipsum dolor sit amet for Product 35,292479,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2053
Product 36,2,Lorem ipsum dolor sit amet for Product 36,322088,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2031
Product 37,5,Lorem ipsum dolor sit amet for Product 37,750856,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2048
Product 38,2,Lorem ipsum dolor sit amet for Product 38,815847,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2112
Product 39,4,Lorem ipsum dolor sit amet for Product 39,481219,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2060
Product 40,1,Lorem ipsum dolor sit amet for Product 40,382004,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2033
Product 41,3,Lorem ipsum dolor sit amet for Product 41,557487,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2038
Product 42,3,Lorem ipsum dolor sit amet for Product 42,139654,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2041
Product 43,5,Lorem ipsum dolor sit amet for Product 43,467323,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2038
Product 44,5,Lorem ipsum dolor sit amet for Product 44,789463,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2033
Product 45,2,Lorem ipsum dolor sit amet for Product 45,286172,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2040
Product 46,3,Lorem ipsum dolor sit amet for Product 46,375976,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2040
Product 47,5,Lorem ipsum dolor sit amet for Product 47,520488,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2052
Product 48,3,Lorem ipsum dolor sit amet for Product 48,756073,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2064
Product 49,4,Lorem ipsum dolor sit amet for Product 49,401204,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2038
Product 50,5,Lorem ipsum dolor sit amet for Product 50,493916,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2047
Product 51,1,Lorem ipsum dolor sit amet for Product 51,626797,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2035
Product 52,4,Lorem ipsum dolor sit amet for Product 52,976649,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2037
Product 53,2,Lorem ipsum dolor sit amet for Product 53,689528,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2038
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2040
Product 55,3,Lorem ipsum dolor sit amet for Product 55,553099,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2066
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2044
Product 57,2,Lorem ipsum dolor sit amet for Product 57,985900,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2040
Product 58,5,Lorem ipsum dolor sit amet for Product 58,384021,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2057
Product 59,3,Lorem ipsum dolor sit amet for Product 59,278838,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2037
Product 60,3,Lorem ipsum dolor sit amet for Product 60,387106,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2040
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2037
Product 62,3,Lorem ipsum dolor sit amet for Product 62,232880,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2043
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2037
Product 64,1,Lorem ipsum dolor sit amet for Product 64,477443,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2038
Product 65,1,Lorem ipsum dolor sit amet for Product 65,595626,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2041
Product 66,5,Lorem ipsum dolor sit amet for Product 66,443304,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2040
Product 67,2,Lorem ipsum dolor sit amet for Product 67,264966,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2035
Product 68,4,Lorem ipsum dolor sit amet for Product 68,926211,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2032
Product 69,2,Lorem ipsum dolor sit amet for Product 69,922462,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2037
Product 70,2,Lorem ipsum dolor sit amet for Product 70,572918,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2041
Product 71,2,Lorem ipsum dolor sit amet for Product 71,847302,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2035
Product 72,3,Lorem ipsum dolor sit amet for Product 72,224298,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2070
Product 73,2,Lorem ipsum dolor sit amet for Product 73,464148,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2037
Product 74,5,Lorem ipsum dolor sit amet for Product 74,414674,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2057
Product 75,3,Lorem ipsum dolor sit amet for Product 75,848578,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2046
Product 76,1,Lorem ipsum dolor sit amet for Product 76,800593,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2035
Product 77,2,Lorem ipsum dolor sit amet for Product 77,941570,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2038
Product 78,3,Lorem ipsum dolor sit amet for Product 78,738743,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2037
Product 79,5,Lorem ipsum dolor sit amet for Product 79,836287,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2038
Product 80,2,Lorem ipsum dolor sit amet for Product 80,729417,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2039
Product 81,5,Lorem ipsum dolor sit amet for Product 81,699857,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2033
Product 82,4,Lorem ipsum dolor sit amet for Product 82,619230,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2044
Product 83,5,Lorem ipsum dolor sit amet for Product 83,995971,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2064
Product 84,4,Lorem ipsum dolor sit amet for Product 84,986964,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2044
Product 85,2,Lorem ipsum dolor sit amet for Product 85,147878,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2040
Product 86,2,Lorem ipsum dolor sit amet for Product 86,260565,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2033
Product 87,4,Lorem ipsum dolor sit amet for Product 87,749719,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2035
Product 88,1,Lorem ipsum dolor sit amet for Product 88,601226,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2052
Product 89,4,Lorem ipsum dolor sit amet for Product 89,642429,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2033
Product 90,3,Lorem ipsum dolor sit amet for Product 90,431100,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2036
Product 91,3,Lorem ipsum dolor sit amet for Product 91,912807,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2045
Product 92,5,Lorem ipsum dolor sit amet for Product 92,566893,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2035
Product 93,4,Lorem ipsum dolor sit amet for Product 93,700066,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2038
Product 94,1,Lorem ipsum dolor sit amet for Product 94,552862,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2077
Product 95,2,Lorem ipsum dolor sit amet for Product 95,833407,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2050
Product 96,4,Lorem ipsum dolor sit amet for Product 96,533847,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2039
Product 97,4,Lorem ipsum dolor sit amet for Product 97,838347,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2039
Product 98,3,Lorem ipsum dolor sit amet for Product 98,582369,,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2042
Product 99,2,Lorem ipsum dolor sit amet for Product 99,667905,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2036
Product 100,5,Lorem ipsum dolor sit amet for Product 100,306052,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2068
Product 101,3,Lorem ipsum dolor sit amet for Product 101,559401,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2039
Product 102,4,Lorem ipsum dolor sit amet for Product 102,162802,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2042
Product 103,4,Lorem ipsum dolor sit amet for Product 103,861127,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2038
Product 104,1,Lorem ipsum dolor sit amet for Product 104,803469,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2042
Product 105,4,Lorem ipsum dolor sit amet for Product 105,375029,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2032
Product 106,4,Lorem ipsum dolor sit amet for Product 106,583869,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2043
Product 107,4,Lorem ipsum dolor sit amet for Product 107,608272,,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2036
Product 108,2,Lorem ipsum dolor sit amet for Product 108,115549,150.00,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2040
Product 109,4,Lorem ipsum dolor sit amet for Product 109,997228,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2058
Product 110,5,Lorem ipsum dolor sit amet for Product 110,882255,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2044
Product 111,4,Lorem ipsum dolor sit amet for Product 111,511643,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2034
Product 112,3,Lorem ipsum dolor sit amet for Product 112,282908,150.00,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg']",200,2043
Product 113,3,Lorem ipsum dolor sit amet for Product 113,420102,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2035
Product 114,5,Lorem ipsum dolor sit amet for Product 114,937943,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2055
Product 115,5,Lorem ipsum dolor sit amet for Product 115,433844,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2041
Product 116,3,Lorem ipsum dolor sit amet for Product 116,407940,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2032
Product 117,4,Lorem ipsum dolor sit amet for Product 117,570494,,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/01.jpg']",200,2036
Product 118,5,Lorem ipsum dolor sit amet for Product 118,703912,150.00,100.00,"['http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2069
Product 119,2,Lorem ipsum dolor sit amet for Product 119,520427,,100.00,"['http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/02.jpg']",200,2035
Product 120,5,Lorem ipsum dolor sit amet for Product 120,461017,150.00,100.00,"['http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2034
Product 121,2,Lorem ipsum dolor sit amet for Product 121,344551,150.00,100.00,"['http://localhost:3002/img/products/05.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/01.jpg', 'http://localhost:3002/img/products/03.jpg']",200,2036
Product 122,3,Lorem ipsum dolor sit amet for Product 122,594788,,100.00,"['http://localhost:3002/img/products/02.jpg', 'http://localhost:3002/img/products/04.jpg', 'http://localhost:3002/img/products/03.jpg', 'http://localhost:3002/img/products/05.jpg']",200,2067
