titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 11,4,Lorem ipsum dolor sit amet for Product 11,814413,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1063,200,1059
Product 12,4,Lorem ipsum dolor sit amet for Product 12,891606,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1023,200,1019
Product 13,4,Lorem ipsum dolor sit amet for Product 13,851408,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1029,200,1023
Product 14,4,Lorem ipsum dolor sit amet for Product 14,414995,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1021,200,1016
Product 15,4,Lorem ipsum dolor sit amet for Product 15,532494,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1023,200,1018
Product 16,4,Lorem ipsum dolor sit amet for Product 16,393415,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1012,200,1007
Product 17,4,Lorem ipsum dolor sit amet for Product 17,206562,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1012,200,1007
Product 18,4,Lorem ipsum dolor sit amet for Product 18,256724,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1138,200,1134
Product 19,4,Lorem ipsum dolor sit amet for Product 19,255242,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1022,200,1018
Product 20,4,Lorem ipsum dolor sit amet for Product 20,349159,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1226,200,1222
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1009,200,1004
Product 22,4,Lorem ipsum dolor sit amet for Product 22,942963,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1014,200,1009
Product 23,4,Lorem ipsum dolor sit amet for Product 23,165356,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1008,200,1001
Product 24,4,Lorem ipsum dolor sit amet for Product 24,792489,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1065,200,1060
Product 25,4,Lorem ipsum dolor sit amet for Product 25,347727,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1029,200,1025
Product 26,4,Lorem ipsum dolor sit amet for Product 26,988437,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1023,200,1019
Product 27,4,Lorem ipsum dolor sit amet for Product 27,359567,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1038,200,1033
Product 28,4,Lorem ipsum dolor sit amet for Product 28,170397,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1039,200,1034
Product 29,4,Lorem ipsum dolor sit amet for Product 29,170801,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1021,200,1017
Product 30,4,Lorem ipsum dolor sit amet for Product 30,971808,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1019,200,1014
Product 31,4,Lorem ipsum dolor sit amet for Product 31,359893,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1022,200,1017
Product 32,4,Lorem ipsum dolor sit amet for Product 32,461059,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1044,200,1038
Product 33,4,Lorem ipsum dolor sit amet for Product 33,383884,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1022,200,1017
Product 34,4,Lorem ipsum dolor sit amet for Product 34,232222,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1024,200,1014
Product 35,4,Lorem ipsum dolor sit amet for Product 35,292479,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1064,200,1060
Product 36,4,Lorem ipsum dolor sit amet for Product 36,322088,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1020,200,1016
Product 37,4,Lorem ipsum dolor sit amet for Product 37,750856,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1033,200,1028
Product 38,4,Lorem ipsum dolor sit amet for Product 38,815847,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1017,200,1011
Product 39,4,Lorem ipsum dolor sit amet for Product 39,481219,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",965,200,961
Product 40,4,Lorem ipsum dolor sit amet for Product 40,382004,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1018,200,1014
Product 41,4,Lorem ipsum dolor sit amet for Product 41,557487,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1014,200,1010
Product 42,4,Lorem ipsum dolor sit amet for Product 42,139654,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1019,200,1015
Product 43,4,Lorem ipsum dolor sit amet for Product 43,467323,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1041,200,1036
Product 44,4,Lorem ipsum dolor sit amet for Product 44,789463,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1023,200,1019
Product 45,4,Lorem ipsum dolor sit amet for Product 45,286172,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1113,200,1108
Product 46,4,Lorem ipsum dolor sit amet for Product 46,375976,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1053,200,1049
Product 47,4,Lorem ipsum dolor sit amet for Product 47,520488,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1020,200,1015
Product 48,4,Lorem ipsum dolor sit amet for Product 48,756073,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1035,200,1030
Product 49,4,Lorem ipsum dolor sit amet for Product 49,401204,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1023,200,1018
Product 50,4,Lorem ipsum dolor sit amet for Product 50,493916,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1009,200,1004
Product 51,4,Lorem ipsum dolor sit amet for Product 51,626797,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1006,200,1001
Product 52,4,Lorem ipsum dolor sit amet for Product 52,976649,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1020,200,1016
Product 53,4,Lorem ipsum dolor sit amet for Product 53,689528,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1035,200,1030
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1102,200,1097
Product 55,4,Lorem ipsum dolor sit amet for Product 55,553099,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1022,200,1018
Product 56,4,Lorem ipsum dolor sit amet for Product 56,830086,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1032,200,1024
Product 57,4,Lorem ipsum dolor sit amet for Product 57,985900,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1101,200,1097
Product 58,4,Lorem ipsum dolor sit amet for Product 58,384021,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1199,200,1193
Product 59,4,Lorem ipsum dolor sit amet for Product 59,278838,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1008,200,1003
Product 60,4,Lorem ipsum dolor sit amet for Product 60,387106,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1030,200,1025
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1062,200,1056
Product 62,4,Lorem ipsum dolor sit amet for Product 62,232880,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1001,200,996
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1039,200,1034
Product 64,4,Lorem ipsum dolor sit amet for Product 64,477443,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1012,200,1007
Product 65,4,Lorem ipsum dolor sit amet for Product 65,595626,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1082,200,1076
Product 66,4,Lorem ipsum dolor sit amet for Product 66,443304,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1004,200,999
Product 67,4,Lorem ipsum dolor sit amet for Product 67,264966,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg']",1047,200,1040
Product 68,4,Lorem ipsum dolor sit amet for Product 68,926211,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1046,200,1040
Product 69,4,Lorem ipsum dolor sit amet for Product 69,922462,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1022,200,1017
Product 70,4,Lorem ipsum dolor sit amet for Product 70,572918,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1000,200,996
Product 71,4,Lorem ipsum dolor sit amet for Product 71,847302,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg']",1046,200,1038
Product 72,4,Lorem ipsum dolor sit amet for Product 72,224298,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg']",1015,200,1010
Product 73,4,Lorem ipsum dolor sit amet for Product 73,464148,,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/02.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1025,200,1019
Product 74,4,Lorem ipsum dolor sit amet for Product 74,414674,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/05.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/04.jpg', 'http://localhost:3004/http://localhost:3004/img/products/01.jpg']",1013,200,1008
Product 75,4,Lorem ipsum dolor sit amet for Product 75,848578,$150.00,$100.00,"['http://localhost:3004/http://localhost:3004/img/products/01.jpg', 'http://localhost:3004/http://localhost:3004/img/products/03.jpg', 'http://localhost:3004/http://localhost:3004/img/products/05.jpg']",1044,200,1038
