titel,rating,descriptie,artikel_nummer,oude_prijs,prijs,fotos,page_load_time,status_code,request_time
Product 11,2,Lorem ipsum dolor sit amet for Product 11,814413,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1378,200,1373
Product 12,2,Lorem ipsum dolor sit amet for Product 12,891606,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1088,200,1084
,5,,,,,[],5149,200,98
Product 14,3,Lorem ipsum dolor sit amet for Product 14,414995,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1394,200,1389
Product 15,3,Lorem ipsum dolor sit amet for Product 15,532494,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1104,200,1099
,5,,,,,[],5160,429,109
Product 17,5,Lorem ipsum dolor sit amet for Product 17,206562,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1588,200,1584
Product 18,5,Lorem ipsum dolor sit amet for Product 18,256724,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1099,200,1094
Product 19,1,Lorem ipsum dolor sit amet for Product 19,255242,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1118,429,1114
,5,,,,,[],5120,200,72
Product 21,4,Lorem ipsum dolor sit amet for Product 21,971943,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1315,200,1311
Product 22,4,Lorem ipsum dolor sit amet for Product 22,942963,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1096,200,1092
,5,,,,,[],5150,429,95
,5,,,,,[],5362,200,314
Product 25,3,Lorem ipsum dolor sit amet for Product 25,347727,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1357,200,1352
Product 26,2,Lorem ipsum dolor sit amet for Product 26,988437,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1109,200,1105
,5,,,,,[],5150,200,97
Product 28,2,Lorem ipsum dolor sit amet for Product 28,170397,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1381,200,1377
Product 29,1,Lorem ipsum dolor sit amet for Product 29,170801,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1062,200,1056
,5,,,,,[],5190,200,135
Product 31,1,Lorem ipsum dolor sit amet for Product 31,359893,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1366,200,1362
Product 32,1,Lorem ipsum dolor sit amet for Product 32,461059,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1126,200,1122
,5,,,,,[],5102,200,47
Product 34,3,Lorem ipsum dolor sit amet for Product 34,232222,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1063,200,1059
Product 35,5,Lorem ipsum dolor sit amet for Product 35,292479,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1072,200,1067
,5,,,,,[],5149,200,98
Product 37,5,Lorem ipsum dolor sit amet for Product 37,750856,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1349,200,1344
Product 38,2,Lorem ipsum dolor sit amet for Product 38,815847,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1096,200,1091
,5,,,,,[],5150,429,96
,5,,,,,[],5366,200,317
Product 41,3,Lorem ipsum dolor sit amet for Product 41,557487,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1337,200,1332
Product 42,3,Lorem ipsum dolor sit amet for Product 42,139654,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1116,200,1111
,5,,,,,[],5154,200,104
Product 44,5,Lorem ipsum dolor sit amet for Product 44,789463,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1337,200,1332
Product 45,2,Lorem ipsum dolor sit amet for Product 45,286172,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1079,200,1075
,5,,,,,[],5150,200,98
Product 47,5,Lorem ipsum dolor sit amet for Product 47,520488,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1337,200,1332
Product 48,3,Lorem ipsum dolor sit amet for Product 48,756073,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1083,200,1078
,5,,,,,[],5156,200,107
Product 50,5,Lorem ipsum dolor sit amet for Product 50,493916,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1335,200,1330
Product 51,1,Lorem ipsum dolor sit amet for Product 51,626797,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1083,200,1079
,5,,,,,[],5154,200,103
Product 53,2,Lorem ipsum dolor sit amet for Product 53,689528,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1327,200,1323
Product 54,4,Lorem ipsum dolor sit amet for Product 54,203613,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1082,200,1078
,5,,,,,[],5145,429,96
,5,,,,,[],5372,200,314
Product 57,2,Lorem ipsum dolor sit amet for Product 57,985900,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1333,200,1329
Product 58,5,Lorem ipsum dolor sit amet for Product 58,384021,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg']",1088,200,1083
,5,,,,,[],5152,200,98
Product 60,3,Lorem ipsum dolor sit amet for Product 60,387106,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1380,200,1374
Product 61,4,Lorem ipsum dolor sit amet for Product 61,550089,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg']",1106,200,1101
,5,,,,,[],5142,200,92
Product 63,4,Lorem ipsum dolor sit amet for Product 63,937562,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1307,200,1302
Product 64,1,Lorem ipsum dolor sit amet for Product 64,477443,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1070,200,1066
,5,,,,,[],5101,200,48
Product 66,5,Lorem ipsum dolor sit amet for Product 66,443304,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1058,200,1053
Product 67,2,Lorem ipsum dolor sit amet for Product 67,264966,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg']",1091,200,1086
,5,,,,,[],5153,200,100
Product 69,2,Lorem ipsum dolor sit amet for Product 69,922462,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1354,200,1349
Product 70,2,Lorem ipsum dolor sit amet for Product 70,572918,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg', 'http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg']",1115,200,1110
,5,,,,,[],5165,429,114
,5,,,,,[],5363,200,313
Product 73,2,Lorem ipsum dolor sit amet for Product 73,464148,,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/02.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1339,200,1335
Product 74,5,Lorem ipsum dolor sit amet for Product 74,414674,$150.00,$100.00,"['http://localhost:3003/http://localhost:3003/img/products/05.jpg', 'http://localhost:3003/http://localhost:3003/img/products/03.jpg', 'http://localhost:3003/http://localhost:3003/img/products/04.jpg', 'http://localhost:3003/http://localhost:3003/img/products/01.jpg']",1059,200,1056
,5,,,,,[],5237,200,186
